file	image_id	city	near	licence	creator	bosnian
mly_763911752668015.jpg	763911752668015	mostar	ASA Banka	CC-BY-SA 4.0		0
mly_950387025771399.jpg	950387025771399	zenica	Balgera	CC-BY-SA 4.0		0
mly_3324354237881094.jpg	3324354237881094	zagreb	Rudeška	CC-BY-SA 4.0		0
mly_545963400116651.jpg	545963400116651	sarajevo	AC Quattro	CC-BY-SA 4.0		0
mly_2678501275675227.jpg	2678501275675227	mostar	ASA Banka	CC-BY-SA 4.0		0
mly_849003979333223.jpg	849003979333223	split	Veterinarska stanica Split	CC-BY-SA 4.0		0
mly_167034172014297.jpg	167034172014297	sarajevo	AC Quattro	CC-BY-SA 4.0		0
mly_1223306148126843.jpg	1223306148126843	beograd	11142 Београд 13	CC-BY-SA 4.0		0
mly_1302315806984995.jpg	1302315806984995	tuzla	Apoteka Anea	CC-BY-SA 4.0		0
mly_180447030614907.jpg	180447030614907	split	Veterinarska stanica Split	CC-BY-SA 4.0		0
mly_137943931602768.jpg	137943931602768	zenica	Beko	CC-BY-SA 4.0		0
mly_372849904113547.jpg	372849904113547	beograd	11142 Београд 13	CC-BY-SA 4.0		0
mly_2119810611549460.jpg	2119810611549460	tuzla	Apoteka Anea	CC-BY-SA 4.0		0
mly_2288846057991317.jpg	2288846057991317	zagreb	Savska Opatovina	CC-BY-SA 4.0		0
mly_1086334079632690.jpg	1086334079632690	mostar	ASA Banka	CC-BY-SA 4.0		0
mly_1566722277181476.jpg	1566722277181476	banjaluka	A Dent Stomatološka ordinacija	CC-BY-SA 4.0		0
mly_2959912934329891.jpg	2959912934329891	zenica	Beko	CC-BY-SA 4.0		0
mly_214431876900546.jpg	214431876900546	zagreb	Savska Opatovina	CC-BY-SA 4.0		0
mly_494662581884380.jpg	494662581884380	split	Tommy	CC-BY-SA 4.0		0
mly_567383085139445.jpg	567383085139445	banjaluka	A Dent Stomatološka ordinacija	CC-BY-SA 4.0		0
mly_1403305044087078.jpg	1403305044087078	mostar	ASA Banka	CC-BY-SA 4.0		0
mly_529510811382543.jpg	529510811382543	beograd	Хотел Југославија	CC-BY-SA 4.0		0
mly_513932442959464.jpg	513932442959464	split	Tommy	CC-BY-SA 4.0		0
mly_3781051878689240.jpg	3781051878689240	zenica	Bellona	CC-BY-SA 4.0		0
mly_648420623795443.jpg	648420623795443	zagreb	Robni terminali - Jankomir	CC-BY-SA 4.0		0
mly_1372375486451042.jpg	1372375486451042	beograd	Хотел Југославија	CC-BY-SA 4.0		0
mly_4454895294526207.jpg	4454895294526207	banjaluka	A radio	CC-BY-SA 4.0		0
mly_938742727441160.jpg	938742727441160	tuzla	Apoteka Lijek	CC-BY-SA 4.0		0
mly_1019010418906361.jpg	1019010418906361	sarajevo	AK Marketi	CC-BY-SA 4.0		0
mly_2949417945270828.jpg	2949417945270828	mostar	ASA Banka	CC-BY-SA 4.0		0
mly_126591566373202.jpg	126591566373202	zagreb	Robni terminali - Jankomir	CC-BY-SA 4.0		0
mly_528177185228813.jpg	528177185228813	sarajevo	AK Marketi	CC-BY-SA 4.0		0
mly_921791135323733.jpg	921791135323733	banjaluka	A radio	CC-BY-SA 4.0		0
mly_675981327867504.jpg	675981327867504	tuzla	Apoteka Lijek	CC-BY-SA 4.0		0
mly_258983196009090.jpg	258983196009090	split	Phyto pharma Firule	CC-BY-SA 4.0		0
mly_3478582402243070.jpg	3478582402243070	mostar	ASA Banka	CC-BY-SA 4.0		0
mly_287025913072820.jpg	287025913072820	zenica	Best	CC-BY-SA 4.0		0
mly_2374268409433722.jpg	2374268409433722	beograd	Хотел Југославија	CC-BY-SA 4.0		0
mly_1017653152529990.jpg	1017653152529990	zagreb	Robni terminali - Jankomir	CC-BY-SA 4.0		0
mly_1118327155331571.jpg	1118327155331571	split	Phyto pharma Firule	CC-BY-SA 4.0		0
mly_467122724517087.jpg	467122724517087	banjaluka	A&D	CC-BY-SA 4.0		0
mly_2861884434077834.jpg	2861884434077834	zenica	Best	CC-BY-SA 4.0		0
mly_368290672481541.jpg	368290672481541	beograd	Хотел Југославија	CC-BY-SA 4.0		0
mly_614597763026897.jpg	614597763026897	zagreb	Robni terminali - Jankomir	CC-BY-SA 4.0		0
mly_515415459895967.jpg	515415459895967	sarajevo	AL-MAR Trafika	CC-BY-SA 4.0		0
mly_210158524032765.jpg	210158524032765	mostar	ASA Banka	CC-BY-SA 4.0		0
mly_235248921724563.jpg	235248921724563	banjaluka	A&D	CC-BY-SA 4.0		0
mly_1182910718820652.jpg	1182910718820652	sarajevo	AL-MAR Trafika	CC-BY-SA 4.0		0
mly_895279787871442.jpg	895279787871442	split	Vez 24	CC-BY-SA 4.0		0
mly_1198108207444445.jpg	1198108207444445	zagreb	Svilkovići	CC-BY-SA 4.0		0
mly_591934420662787.jpg	591934420662787	mostar	Abc pizza	CC-BY-SA 4.0		0
mly_1189920148123249.jpg	1189920148123249	split	Vez 24	CC-BY-SA 4.0		0
mly_1691122364410193.jpg	1691122364410193	zagreb	Svilkovići	CC-BY-SA 4.0		0
mly_1642730029253119.jpg	1642730029253119	zenica	Bimek	CC-BY-SA 4.0		0
mly_2236523166484227.jpg	2236523166484227	beograd	Galen pharm	CC-BY-SA 4.0		0
mly_823043318347642.jpg	823043318347642	sarajevo	ALL AKSA d.o.o.	CC-BY-SA 4.0		0
mly_1087367649560103.jpg	1087367649560103	mostar	Abc pizza	CC-BY-SA 4.0		0
mly_305200707837277.jpg	305200707837277	banjaluka	A-Skulptura	CC-BY-SA 4.0		0
mly_433076152794819.jpg	433076152794819	zagreb	Svilkovići	CC-BY-SA 4.0		0
mly_4520591341287762.jpg	4520591341287762	sarajevo	ALL AKSA d.o.o.	CC-BY-SA 4.0		0
mly_521807262311387.jpg	521807262311387	zenica	Bimek	CC-BY-SA 4.0		0
mly_887356961844134.jpg	887356961844134	beograd	Galen pharm	CC-BY-SA 4.0		0
mly_1067934823695618.jpg	1067934823695618	banjaluka	A-Skulptura	CC-BY-SA 4.0		0
mly_806297149149350.jpg	806297149149350	split	Vez 20	CC-BY-SA 4.0		0
mly_852742858655344.jpg	852742858655344	zagreb	Svilkovići	CC-BY-SA 4.0		0
mly_468938314329296.jpg	468938314329296	sarajevo	ALTA Shopping Centar	CC-BY-SA 4.0		0
mly_25886942307629068.jpg	25886942307629068	split	Vez 20	CC-BY-SA 4.0		0
mly_613784869577864.jpg	613784869577864	mostar	Academia	CC-BY-SA 4.0		0
mly_990078621746840.jpg	990078621746840	sarajevo	ALTA Shopping Centar	CC-BY-SA 4.0		0
mly_1815832159576888.jpg	1815832159576888	beograd	Наутилус	CC-BY-SA 4.0		0
mly_1900440316972202.jpg	1900440316972202	banjaluka	AD	CC-BY-SA 4.0		0
mly_183562780291141.jpg	183562780291141	mostar	Academia	CC-BY-SA 4.0		0
mly_293580466134942.jpg	293580466134942	zagreb	Vijenac	CC-BY-SA 4.0		0
mly_986227443701021.jpg	986227443701021	beograd	Наутилус	CC-BY-SA 4.0		0
mly_2768841819949439.jpg	2768841819949439	banjaluka	AD	CC-BY-SA 4.0		0
mly_525471381969338.jpg	525471381969338	split	Vez 10	CC-BY-SA 4.0		0
mly_496933601453927.jpg	496933601453927	zenica	Bingo	CC-BY-SA 4.0		0
mly_714886223249297.jpg	714886223249297	zagreb	Vijenac	CC-BY-SA 4.0		0
mly_1680628232140502.jpg	1680628232140502	sarajevo	ANDALUZIJA	CC-BY-SA 4.0		0
mly_382137913120737.jpg	382137913120737	split	Vez 10	CC-BY-SA 4.0		0
mly_2951385261808665.jpg	2951385261808665	sarajevo	ANDALUZIJA	CC-BY-SA 4.0		0
mly_503863101058510.jpg	503863101058510	zenica	Bingo	CC-BY-SA 4.0		0
mly_235435648383635.jpg	235435648383635	beograd	Roda Cineplex	CC-BY-SA 4.0		0
mly_314220576753764.jpg	314220576753764	banjaluka	AD	CC-BY-SA 4.0		0
mly_889296538831559.jpg	889296538831559	tuzla	BBI banka	CC-BY-SA 4.0		0
mly_958746784956470.jpg	958746784956470	mostar	Addiko Bank	CC-BY-SA 4.0		0
mly_4635442956483433.jpg	4635442956483433	beograd	Roda Cineplex	CC-BY-SA 4.0		0
mly_453627676172313.jpg	453627676172313	zagreb	Donje Prekrižje	CC-BY-SA 4.0		0
mly_283742223398998.jpg	283742223398998	mostar	Addiko Bank	CC-BY-SA 4.0		0
mly_553910323546010.jpg	553910323546010	tuzla	BBI banka	CC-BY-SA 4.0		0
mly_3007695476133977.jpg	3007695476133977	banjaluka	AD	CC-BY-SA 4.0		0
mly_945640496251600.jpg	945640496251600	split	Dubrovačka - tunel	CC-BY-SA 4.0		0
mly_988397441752723.jpg	988397441752723	zagreb	Donje Prekrižje	CC-BY-SA 4.0		0
mly_211300924172579.jpg	211300924172579	sarajevo	ARIA	CC-BY-SA 4.0		0
mly_3824263717670045.jpg	3824263717670045	split	Dubrovačka - tunel	CC-BY-SA 4.0		0
mly_1184037046529386.jpg	1184037046529386	beograd	Пијаца	CC-BY-SA 4.0		0
mly_837918913540568.jpg	837918913540568	sarajevo	ARIA	CC-BY-SA 4.0		0
mly_1338210510126954.jpg	1338210510126954	mostar	Adi Guesthouse	CC-BY-SA 4.0		0
mly_1860206604354596.jpg	1860206604354596	banjaluka	AD	CC-BY-SA 4.0		0
mly_1414571418999314.jpg	1414571418999314	zagreb	Cmrok	CC-BY-SA 4.0		0
mly_339652230861620.jpg	339652230861620	beograd	Пијаца	CC-BY-SA 4.0		0
mly_946213369447697.jpg	946213369447697	zenica	Bolnica	CC-BY-SA 4.0		0
mly_689608909723130.jpg	689608909723130	mostar	Adi Guesthouse	CC-BY-SA 4.0		0
mly_757222841631513.jpg	757222841631513	banjaluka	AD	CC-BY-SA 4.0		0
mly_1007660293959804.jpg	1007660293959804	sarajevo	ASA Banka	CC-BY-SA 4.0		0
mly_327174899295342.jpg	327174899295342	zagreb	Cmrok	CC-BY-SA 4.0		0
mly_521777712326688.jpg	521777712326688	zenica	Bolnica	CC-BY-SA 4.0		0
mly_851292523111720.jpg	851292523111720	sarajevo	ASA Banka	CC-BY-SA 4.0		0
mly_248422910928426.jpg	248422910928426	tuzla	BKC	CC-BY-SA 4.0		0
mly_869668121755036.jpg	869668121755036	split	Ljekarna Kovačević	CC-BY-SA 4.0		0
mly_2041226792745909.jpg	2041226792745909	zagreb	Baštijanova	CC-BY-SA 4.0		0
mly_2623193494554471.jpg	2623193494554471	beograd	McDonald's	CC-BY-SA 4.0		0
mly_783320213350610.jpg	783320213350610	tuzla	BKC	CC-BY-SA 4.0		0
mly_170653011644256.jpg	170653011644256	mostar	Admiral	CC-BY-SA 4.0		0
mly_447760977582312.jpg	447760977582312	zagreb	Baštijanova	CC-BY-SA 4.0		0
mly_976189610933080.jpg	976189610933080	split	Ljekarna Kovačević	CC-BY-SA 4.0		0
mly_1144951285967546.jpg	1144951285967546	sarajevo	ASA Banka	CC-BY-SA 4.0		0
mly_277309904104141.jpg	277309904104141	mostar	Admiral	CC-BY-SA 4.0		0
mly_170326308370826.jpg	170326308370826	beograd	McDonald's	CC-BY-SA 4.0		0
mly_854894435105960.jpg	854894435105960	banjaluka	AMC Tinacco	CC-BY-SA 4.0		0
mly_957230718355996.jpg	957230718355996	zenica	Brojler	CC-BY-SA 4.0		0
mly_240915981816459.jpg	240915981816459	tuzla	BKC	CC-BY-SA 4.0		0
mly_164929968896256.jpg	164929968896256	sarajevo	ASA Banka	CC-BY-SA 4.0		0
mly_802763860348856.jpg	802763860348856	banjaluka	AMC Tinacco	CC-BY-SA 4.0		0
mly_140907361350334.jpg	140907361350334	zenica	Brojler	CC-BY-SA 4.0		0
mly_295428868720237.jpg	295428868720237	split	Chilli bar	CC-BY-SA 4.0		0
mly_330770638384820.jpg	330770638384820	mostar	Aldi 3	CC-BY-SA 4.0		0
mly_2878222542570001.jpg	2878222542570001	zagreb	Mirogoj - arkade	CC-BY-SA 4.0		0
mly_1031046517858999.jpg	1031046517858999	tuzla	BKC	CC-BY-SA 4.0		0
mly_474489756944880.jpg	474489756944880	beograd	БИГЗ – Мостар	CC-BY-SA 4.0		0
mly_222792642631477.jpg	222792642631477	split	Chilli bar	CC-BY-SA 4.0		0
mly_1144677932678443.jpg	1144677932678443	mostar	Aldi 3	CC-BY-SA 4.0		0
mly_1630614358318364.jpg	1630614358318364	zagreb	Mirogoj - arkade	CC-BY-SA 4.0		0
mly_824635591739241.jpg	824635591739241	sarajevo	ASDž	CC-BY-SA 4.0		0
mly_286158556547949.jpg	286158556547949	beograd	БИГЗ – Мостар	CC-BY-SA 4.0		0
mly_797858691148863.jpg	797858691148863	zenica	Bulevar	CC-BY-SA 4.0		0
mly_383022909594933.jpg	383022909594933	banjaluka	ASA Banka	CC-BY-SA 4.0		0
mly_1545865169641581.jpg	1545865169641581	split	Raiffeisen bank	CC-BY-SA 4.0		0
mly_782966992819651.jpg	782966992819651	zagreb	Jankomir	CC-BY-SA 4.0		0
mly_258548026067034.jpg	258548026067034	beograd	Сајам	CC-BY-SA 4.0		0
mly_490242995745891.jpg	490242995745891	mostar	Aleksa Šantić	CC-BY-SA 4.0		0
mly_1401516480231076.jpg	1401516480231076	zenica	Bulevar	CC-BY-SA 4.0		0
mly_1413474518996322.jpg	1413474518996322	banjaluka	ASA Banka	CC-BY-SA 4.0		0
mly_500410778155173.jpg	500410778155173	zagreb	Jankomir	CC-BY-SA 4.0		0
mly_1482028699117944.jpg	1482028699117944	split	Raiffeisen bank	CC-BY-SA 4.0		0
mly_4391457647551607.jpg	4391457647551607	sarajevo	ASPEK Ciglane	CC-BY-SA 4.0		0
mly_390226318776950.jpg	390226318776950	mostar	Aleksa Šantić	CC-BY-SA 4.0		0
mly_333056668173163.jpg	333056668173163	beograd	Сајам	CC-BY-SA 4.0		0
mly_372256910852876.jpg	372256910852876	sarajevo	ASPEK Ciglane	CC-BY-SA 4.0		0
mly_879418559678034.jpg	879418559678034	split	Bene	CC-BY-SA 4.0		0
mly_1487562870059269.jpg	1487562870059269	zagreb	Britanski trg peron 1	CC-BY-SA 4.0		0
mly_928566245262568.jpg	928566245262568	banjaluka	ATOS Bank	CC-BY-SA 4.0		0
mly_305046277869098.jpg	305046277869098	mostar	Aleksa Šantić	CC-BY-SA 4.0		0
mly_1236613566764053.jpg	1236613566764053	sarajevo	AT Store	CC-BY-SA 4.0		0
mly_512775313233736.jpg	512775313233736	zenica	Buregdžinica Belma	CC-BY-SA 4.0		0
mly_27057888290512409.jpg	27057888290512409	beograd	coffeedream	CC-BY-SA 4.0		0
mly_824195978292776.jpg	824195978292776	split	Bene	CC-BY-SA 4.0		0
mly_3674097152753093.jpg	3674097152753093	zagreb	Britanski trg peron 1	CC-BY-SA 4.0		0
mly_720448982951026.jpg	720448982951026	banjaluka	ATOS Bank	CC-BY-SA 4.0		0
mly_1272772933124389.jpg	1272772933124389	mostar	Aleksa Šantić	CC-BY-SA 4.0		0
mly_1117167195459341.jpg	1117167195459341	zenica	Buregdžinica Belma	CC-BY-SA 4.0		0
mly_447718424687575.jpg	447718424687575	sarajevo	AT Store	CC-BY-SA 4.0		0
mly_2063294730860620.jpg	2063294730860620	beograd	coffeedream	CC-BY-SA 4.0		0
mly_1877949772372063.jpg	1877949772372063	sarajevo	AT Store	CC-BY-SA 4.0		0
mly_7472529279468166.jpg	7472529279468166	split	Štacija	CC-BY-SA 4.0		0
mly_790864618487584.jpg	790864618487584	banjaluka	ATOS Bank	CC-BY-SA 4.0		0
mly_791460721511296.jpg	791460721511296	zagreb	Tuškanac	CC-BY-SA 4.0		0
mly_936546580251957.jpg	936546580251957	mostar	Alexandar Cosmetics	CC-BY-SA 4.0		0
mly_1479055446619302.jpg	1479055446619302	beograd	Деск	CC-BY-SA 4.0		0
mly_148919437190636.jpg	148919437190636	split	Štacija	CC-BY-SA 4.0		0
mly_529583954869429.jpg	529583954869429	mostar	Alexandar Cosmetics	CC-BY-SA 4.0		0
mly_905314770042825.jpg	905314770042825	zenica	Buregdžinica Ekinović	CC-BY-SA 4.0		0
mly_782585528901146.jpg	782585528901146	banjaluka	ATOS Bank	CC-BY-SA 4.0		0
mly_490073318809861.jpg	490073318809861	zagreb	Tuškanac	CC-BY-SA 4.0		0
mly_2871776109736051.jpg	2871776109736051	sarajevo	Abaj Kunanbajev	CC-BY-SA 4.0		0
mly_3437959713108298.jpg	3437959713108298	beograd	Деск	CC-BY-SA 4.0		0
mly_779297232747933.jpg	779297232747933	zenica	Buregdžinica Ekinović	CC-BY-SA 4.0		0
mly_902778433902052.jpg	902778433902052	sarajevo	Abaj Kunanbajev	CC-BY-SA 4.0		0
mly_982709669914233.jpg	982709669914233	split	Pekara Babić	CC-BY-SA 4.0		0
mly_718385192845209.jpg	718385192845209	tuzla	Bershka	CC-BY-SA 4.0		0
mly_126911889461607.jpg	126911889461607	banjaluka	ATV	CC-BY-SA 4.0		0
mly_296831131989519.jpg	296831131989519	mostar	Alf	CC-BY-SA 4.0		0
mly_2461782874022328.jpg	2461782874022328	split	Pekara Babić	CC-BY-SA 4.0		0
mly_305739131005469.jpg	305739131005469	zenica	Buregdžinica Hamzić-A	CC-BY-SA 4.0		0
mly_509508540083585.jpg	509508540083585	sarajevo	Academia del caffe	CC-BY-SA 4.0		0
mly_788101228745528.jpg	788101228745528	tuzla	Bershka	CC-BY-SA 4.0		0
mly_1357246639083815.jpg	1357246639083815	beograd	Poncho Duo Grill	CC-BY-SA 4.0		0
mly_164119898888348.jpg	164119898888348	sarajevo	Academia del caffe	CC-BY-SA 4.0		0
