file	text	confidence
mly_1139634387517759_000.png	Bacanotjé	0.41
mly_1140543706668849_002.png	VILI	0.98
mly_1140543706668849_003.png	PEKARA(S	0.55
mly_1140543706668849_004.png	Profofo	0.83
mly_1140543706668849_006.png	PEKARAAS"	0.51
mly_1140882123025895_003.png	1	0.56
mly_1140968796371257_001.png	000	0.65
mly_1142339254178257_001.png	Tima-Irma	0.64
mly_1142711349487053_000.png	9507	0.57
mly_1143989817432852_000.png	HISI	0.72
mly_1143989817432852_002.png	Staropramen	0.88
mly_1143989817432852_003.png	IStars	0.82
mly_1146970459202606_000.png	RENT	0.99
mly_1147198615706121_002.png	DUBRAVICA	1.00
mly_1147198615706121_003.png	peciy	0.96
mly_1147380635774537_001.png	Guaco	1.00
mly_1147380635774537_002.png	Sabla	0.53
mly_1148137792266880_000.png	Trafika	0.51
mly_1148137792266880_001.png	do	0.91
mly_1148259382304513_000.png	ZELENA Pijaca	0.64
mly_1148457336401019_000.png	03Zknh	0.46
mly_1148457336401019_001.png	MIC OFF /NU	0.73
mly_1148620168965924_000.png	P	0.66
mly_1149420968865288_000.png	"ZRIMSK"M	0.42
mly_114962775018609_000.png	Auto-a0u8b	0.73
mly_114962775018609_001.png	2023-07-20	0.92
mly_114962775018609_002.png	13:52 : 56	0.48
mly_114962775018609_003.png	041knh	0.54
mly_114962775018609_004.png	MIC OFF	0.72
mly_114962775018609_005.png	BLACKUUE	0.69
mly_114962775018609_006.png	DR7583-ZCHFHD-FHD	0.45
mly_1149871482928719_001.png	MIC OFF /NU	0.73
mly_1149871482928719_002.png	BLACKUE DR9BOM-ICHUHD	0.43
mly_1149983729238166_001.png	MIC OFF /NU	0.79
mly_1150937675378900_000.png	KVL	0.99
mly_1151556042368106_000.png	40	1.00
mly_115156043968262_000.png	SREBRO	1.00
mly_115156043968262_001.png	(	0.98
mly_115156043968262_002.png	'permarket	0.65
mly_115156043968262_007.png	OTKUP	0.94
mly_1154631802278187_000.png	EURO	0.65
mly_1154631802278187_001.png	4Cardtiske Brigad	0.59
mly_1154631802278187_006.png	WWW.LAFCLUBHR	0.92
mly_115540057264800_000.png	049kmh	0.64
mly_1155949341907737_000.png	ELEKTROINSTALACIJE	1.00
mly_1155949341907737_001.png	459	1.00
mly_1155949341907737_002.png	98	1.00
mly_1155949341907737_003.png	KLIMATIZACIJE	1.00
mly_1155949341907737_004.png	GRIJANJA	0.91
mly_1155949341907737_005.png	PODNA	1.00
mly_1155949341907737_006.png	464€	0.41
mly_1155949341907737_008.png	www klimatizacija	0.56
mly_1155949341907737_009.png	+385	0.96
mly_1155949341907737_010.png	ŠVABO	0.58
mly_1155949341907737_011.png	JJA	0.54
mly_1155954251492522_001.png	RED	0.42
mly_1155954251492522_002.png	DUELO"	0.47
mly_1156087898152887_000.png	MiC UrF/NU	0.60
mly_115639403893667_000.png	2	0.52
mly_115639403893667_002.png	5	0.44
mly_1157257221625317_000.png	lups)	0.79
mly_1158263901266776_000.png	MIC UFF /NU	0.62
mly_1159643284554105_000.png	IBingo	0.49
mly_1160523664420387_000.png	MIC	0.58
mly_1161334221489596_000.png	Auto-8008b	0.64
mly_1161334221489596_001.png	2023	0.95
mly_1161334221489596_002.png	07-14 17:49:39	0.54
mly_1161334221489596_003.png	035kn h	0.42
mly_1161334221489596_004.png	HIC OFF	0.72
mly_1161758757624303_000.png	059kmh	0.56
mly_1161758757624303_001.png	MIc	0.89
mly_1161977304320440_002.png	N	0.95
mly_1164247920689381_001.png	Mobilno	0.91
mly_1164247920689381_005.png	centar	0.67
mly_1164315150686528_000.png	elobtou	0.41
mly_1165014402330113_000.png	24	1.00
mly_1165569055257230_000.png	Gym	0.96
mly_1165849518164751_000.png	04Skmh	0.74
mly_1165849518164751_001.png	MIC OFF /NU	0.67
mly_1167068243722399_000.png	TACO	0.99
mly_1167534807585764_000.png	039kmh	0.58
mly_1167534807585764_001.png	MIC OFF /NU	0.72
mly_1168810686916986_000.png	polil	0.83
mly_1168810686916986_001.png	upermarket	0.59
mly_1171136697600037_000.png	038knh	0.42
mly_1171136697600037_001.png	MIC OFF/NU	0.89
mly_1171411220220094_002.png	Bar95	0.72
mly_1171411220220094_003.png	Jana	0.99
mly_1171629840203210_000.png	Re	0.42
mly_1171629840203210_001.png	Salilas	0.47
mly_1171629840203210_004.png	VILLA	0.90
mly_1171629840203210_005.png	Sara"	0.61
mly_1171629840203210_007.png	Rooms	0.64
mly_1171629840203210_008.png	CaMe	0.45
mly_1171629840203210_009.png	SOBE	0.57
mly_1171635956617664_000.png	S2ar	0.46
mly_1172523883220258_000.png	APOTEKA	0.98
mly_1172879346469705_001.png	2018/91/20	0.43
mly_117321907344943_000.png	And	0.46
mly_117321907344943_003.png	optika	0.55
mly_117321907344943_004.png	BEZ _	0.48
mly_117321907344943_007.png	~vjerujusel	0.52
mly_1173812849750643_000.png	Purex	1.00
mly_1173812849750643_001.png	~DL	0.95
mly_1173812849750643_002.png	100 m	0.66
mly_1173812849750643_004.png	Ilica 201. Zagreb	0.41
mly_1173812849750643_007.png	PUR GERI	0.95
mly_1173957686362706_000.png	4621-05-11 17:16:51	0.61
mly_1173957686362706_001.png	064kmh	0.54
mly_1173957686362706_002.png	HDR	1.00
mly_1175555673843519_000.png	Centar	1.00
mly_1176340573200545_000.png	Gavranovic	1.00
mly_1177610169348856_000.png	PENNY	0.77
mly_1178517115944430_000.png	ELPI	0.74
mly_1180556129384333_000.png	019kmh	0.69
mly_1180556129384333_001.png	MIC OFF /NU	0.57
mly_1180670294088785_000.png	mandis PHARM `	0.40
mly_1182276393169801_002.png	Hvala Na	0.53
mly_1183368258758141_000.png	HIC OFF /NU	0.44
mly_1184103522610684_001.png	049kmh	0.52
mly_1184103522610684_002.png	MIC OFF /NU	0.78
mly_1184103522610684_003.png	BLACKUE   DR9BOM-1CH UHD	0.40
mly_1184513629075824_001.png	HIC OFF /NU	0.86
mly_118601650279107_000.png	MIC	0.96
mly_1186259561890569_002.png	ZEC	0.72
mly_1187459611696886_000.png	1	0.80
mly_1187459611696886_001.png	Apoteka	0.99
mly_1188218228284388_000.png	Nalo	0.73
mly_1188881182378126_000.png	(EP	0.63
mly_1189024869492363_000.png	5	0.66
mly_1189876815168157_000.png	CASIno	0.42
mly_1189910348105207_000.png	PEKARA T	0.57
mly_1190380638099346_000.png	BAI	0.50
mly_1190569951725220_000.png	10	0.98
mly_1191774898325388_000.png	P	0.59
mly_1191774898325388_002.png	o	0.84
mly_1192275654812213_000.png	[FINra	0.49
mly_1193529557741798_000.png	BIPA	0.97
mly_1193529557741798_001.png	41S	0.60
mly_1193529557741798_002.png	(30	0.41
mly_1193529557741798_003.png	40,	0.41
mly_1193544431083577_000.png	EP	0.97
mly_1193544431083577_001.png	MIc	0.51
mly_1193722788750419_001.png	BJ	0.96
mly_1196987850737381_001.png	almnpo	0.63
mly_1196987850737381_002.png	3A	0.97
mly_1197121610726785_000.png	Pldine	0.63
mly_1197442530709190_000.png	2021	1.00
mly_1197442530709190_001.png	05-12	0.92
mly_1197442530709190_002.png	16 :50:04	0.65
mly_1197442530709190_003.png	036kmh	0.66
mly_1197442530709190_004.png	HDR	1.00
mly_1197442530709190_005.png	BLACKUE   DR9BBS	0.51
mly_1197442530709190_006.png	1CH/ UHD	0.71
mly_1197568447343418_003.png	2017/92/20	0.41
mly_1197720634622255_001.png	VI	0.79
mly_1197720634622255_002.png	049knh	0.55
mly_1197720634622255_003.png	Hic OFF /NU	0.47
mly_119807640403436_000.png	P	0.91
mly_119807640403436_001.png	BE_CHIC	0.41
mly_119807640403436_002.png	817knh	0.77
mly_1198086190641394_000.png	MIC OFF /NU	0.59
mly_1198332060607265_000.png	WEZERO " 033 208 24	0.45
mly_1199370147483204_003.png	INOMA	0.41
mly_1199939898078099_001.png	TI	0.90
mly_1200634070796697_000.png	5	0.81
mly_1200888264560686_000.png	FRANC	1.00
mly_1201466336974212_001.png	12	0.68
mly_1202174407870788_002.png	MGA	0.86
mly_1202174407870788_005.png	MGAI MCA	0.52
mly_1202174407870788_009.png	GA	0.61
mly_1202174407870788_010.png	MGA	0.99
mly_1202662917443189_000.png	Auto-0008b	0.74
mly_1202662917443189_003.png	009km/h	0.70
mly_1202662917443189_004.png	MIC OFF	0.62
mly_1202662917443189_005.png	BLACKUUE  DRZSUS-ZCHFHD-FHD	0.46
mly_120371023965807_000.png	Utuu	0.46
mly_120371023965807_013.png	Abop	0.49
mly_120371023965807_015.png	Scope	0.93
mly_1204016490370038_000.png	Helnel	0.86
mly_1204016490370038_001.png	0	0.67
mly_1204038930105069_000.png	AJSA	0.99
mly_1204398649998137_002.png	Bers	0.99
mly_1205191476602365_000.png	180	0.58
mly_1205191476602365_003.png	7;	0.41
mly_1205228696602468_000.png	BESPLATNO STROJNO	0.98
mly_1205228696602468_001.png	NIJANSIRANJE BOJA	0.89
mly_1205228696602468_004.png	4l2	0.58
mly_1205228696602468_006.png	CAPAROL	0.69
mly_1205228696602468_007.png	Mixshop	0.82
mly_1205228696602468_008.png	BONDEX	0.91
mly_120527290622602_000.png	52	0.43
mly_120527290622602_001.png	Zag	0.54
mly_1207031903070312_002.png	MIC UFF /NU	0.50
mly_1207031903070312_003.png	BLACKUE   DR9BOM-1CH UHD	0.41
mly_1207454549696200_000.png	Terfz	0.58
mly_1208765627714611_000.png	o	0.64
mly_1209123366272620_000.png	MIC OFF /NU	0.70
mly_1210330486087489_002.png	corsa	0.63
mly_1211343730056371_001.png	MAR	0.54
mly_1212209129297564_000.png	MIC Ul F /NU	0.54
mly_1214670725616108_001.png	2018/12/17	0.54
mly_1215253488887825_000.png	MIC OFF /NU	0.73
mly_1215415056337894_000.png	014knh	0.85
mly_1215415056337894_001.png	MIC OFF /NU	0.68
mly_121592567704384_004.png	alqs	0.68
