file	source_url	license	license_url	attribution	city	text_regions	diacritics	restrictions
Editing_Wikipedia_Workshop_in_Visegrad_-_76.JPG	https://commons.wikimedia.org/wiki/File:Editing_Wikipedia_Workshop_in_Visegrad_-_76.JPG	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Јелена Продановић	Visegrad	2	0	
Tuzla_-_Ulica_Tabašnice_2019_.jpg	https://commons.wikimedia.org/wiki/File:Tuzla_-_Ulica_Taba%C5%A1nice_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf	Tuzla	3	0	
Banjaluka_streetmap.jpg	https://commons.wikimedia.org/wiki/File:Banjaluka_streetmap.jpg	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	OpenStreetMap.org	Banja Luka	10	5	
Narrow-Gauge-Railway_Spalatobahn_Station-Travnik_3_.jpg	https://commons.wikimedia.org/wiki/File:Narrow-Gauge-Railway_Spalatobahn_Station-Travnik_(3).jpg	Public domain		C. S. 551 Postkartenverlag Cappon in Sarajevo, Franz Josefstr. 12	Travnik	8	0	
Tourist_road_sign_in_Sarajevo.jpg	https://commons.wikimedia.org/wiki/File:Tourist_road_sign_in_Sarajevo.jpg	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Smooth_O ( talk · contribs )	Sarajevo	11	5	
Road_Sign_Mostar_Entry.jpg	https://commons.wikimedia.org/wiki/File:Road_Sign_Mostar_Entry.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	crv	Mostar	2	0	
Bosnian_Road_Sign.png	https://commons.wikimedia.org/wiki/File:Bosnian_Road_Sign.png	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	DarisTheRoadSign		10	0	
Direction_sign_to_Old_city_of_Kljuc.jpg	https://commons.wikimedia.org/wiki/File:Direction_sign_to_Old_city_of_Kljuc.jpg	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Brenda Annerl		2	1	
Tihovići_plate.jpg	https://commons.wikimedia.org/wiki/File:Tihovi%C4%87i_plate.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Niegodzisie		2	1	
Donji_Svilaj_village_sign.JPG	https://commons.wikimedia.org/wiki/File:Donji_Svilaj_village_sign.JPG	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	"This image was made by White Writer . Please credit this with : "" White Writer , Wikipedia"" in the immediate vicinity of the image. An email to WhiteWriter would be appreciated too. If you would like special permission to use, license, or purchase the image please contact me WhiteWriter to negotiate terms."		2	0	
Caritas_Mostar_Street_Sign.jpg	https://commons.wikimedia.org/wiki/File:Caritas_Mostar_Street_Sign.jpg	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	Bdx	Mostar	4	0	
Tuzla_-_SDA_Party_building_plaques_2019_.jpg	https://commons.wikimedia.org/wiki/File:Tuzla_-_SDA_Party_building_plaques_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf	Tuzla	5	0	
Sarajevo_Bascarsija_2011-10-28_2_.jpg	https://commons.wikimedia.org/wiki/File:Sarajevo_Bascarsija_2011-10-28_(2).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Milan Suvajac	Sarajevo	2	0	
Information_board_in_Jajce.jpg	https://commons.wikimedia.org/wiki/File:Information_board_in_Jajce.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Adam Harangozó	Jajce	26	7	
Putokaz21.jpg	https://commons.wikimedia.org/wiki/File:Putokaz21.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rade Nagraisalović	Banja Luka	5	3	
Gavrilo_princip_memorial_plaque_2009_edit1.jpg	https://commons.wikimedia.org/wiki/File:Gavrilo_princip_memorial_plaque_2009_edit1.jpg	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Gavrilo_princip_memorial_plaque_2009.jpg : Michael Büker derivative work: Mfield ( talk )	Sarajevo	9	0	
Sarajevo_road_M-a8_IMG_1166.JPG	https://commons.wikimedia.org/wiki/File:Sarajevo_road_M-a8_IMG_1166.JPG	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Bjoertvedt	Sarajevo	6	1	
Putokaz.jpg	https://commons.wikimedia.org/wiki/File:Putokaz.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rade Nagraisalović		5	1	
Sarajevo_Bistrik_station_2018_1.jpg	https://commons.wikimedia.org/wiki/File:Sarajevo_%E2%80%93_Bistrik_station_2018_1.jpg	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Julian Nyča	Sarajevo	5	1	
Putokaz_za_Kastel.jpg	https://commons.wikimedia.org/wiki/File:Putokaz_za_Kastel.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rade Nagraisalović	Banja Luka	2	0	
Tuzla_-_Ulica_Turalibegova_-_n18_2019_.jpg	https://commons.wikimedia.org/wiki/File:Tuzla_-_Ulica_Turalibegova_-_n18_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf	Tuzla	2	0	
Entrance_to_Bosnia_and_Herzegovina_at_Brod.jpg	https://commons.wikimedia.org/wiki/File:Entrance_to_Bosnia_and_Herzegovina_at_Brod.jpg	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Saskia van de Nieuwenhof from Edinburgh, United Kingdom		3	2	
Tuzla_-_Ulica_Trgovačka_2019_.jpg	https://commons.wikimedia.org/wiki/File:Tuzla_-_Ulica_Trgova%C4%8Dka_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf	Tuzla	2	0	
Eyof_2019_sign.jpg	https://commons.wikimedia.org/wiki/File:Eyof_2019_sign.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Smooth O	Sarajevo	10	1	
A_plaque_dedicated_to_British_and_Serbian_cooperation_Banja_Luka.jpg	https://commons.wikimedia.org/wiki/File:A_plaque_dedicated_to_British_and_Serbian_cooperation,_Banja_Luka.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	"This image was made by Sadko . Please credit this with: ""Sadko, Wikipedia"" in the immediate vicinity of the image. A message to me would be appreciated as well. If you wish to use, license, or buy the image, please contact me to discuss terms. More of my work can be found in my personal gallery ."	Banja Luka	13	0	
War_Memorial_in_Kučine_BiH_2024.jpg	https://commons.wikimedia.org/wiki/File:War_Memorial_in_Ku%C4%8Dine,_BiH,_2024.jpg	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	Bdx		6	5	
Editing_Wikipedia_Workshop_in_Visegrad_-_78.JPG	https://commons.wikimedia.org/wiki/File:Editing_Wikipedia_Workshop_in_Visegrad_-_78.JPG	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Јелена Продановић	Visegrad	9	4	
Welcomesign_in_Brod_Republika_Srpska.jpg	https://commons.wikimedia.org/wiki/File:Welcomesign_in_Brod_Republika_Srpska.jpg	Public domain		Litany		2	0	
Ploča_Most_FT_Čapljina_2056.jpg	https://commons.wikimedia.org/wiki/File:Plo%C4%8Da,_Most_FT,_%C4%8Capljina_2056.jpg	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Quahadi Añtó		4	1	
Mis_Irbina_Street_in_Sarajevo_01.jpg	https://commons.wikimedia.org/wiki/File:Mis_Irbina_Street_in_Sarajevo_01.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	BuhaM	Sarajevo	5	0	
Earthquake_memorial_broken_clock_and_Dragicevic_heart_Trg_Kraijna_Banja_Luka.jpg	https://commons.wikimedia.org/wiki/File:Earthquake_memorial_(broken_clock)_and_Dragicevic_heart,_Trg_Kraijna,_Banja_Luka.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Dans	Banja Luka	3	0	
Minefield_sign_3886691367_.jpg	https://commons.wikimedia.org/wiki/File:Minefield_sign_(3886691367).jpg	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	NH53		2	0	
Street_in_Bihać.jpg	https://commons.wikimedia.org/wiki/File:Street_in_Biha%C4%87.jpg	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	János Korom Dr. >16 Million views	Bihać	2	0	
Tuzla_-_Train_station_13_2019_.jpg	https://commons.wikimedia.org/wiki/File:Tuzla_-_Train_station_13_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf	Tuzla	12	0	
Red_Cross_center_in_Tuzla_-_Plaques_2019_.jpg	https://commons.wikimedia.org/wiki/File:Red_Cross_center_in_Tuzla_-_Plaques_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf	Tuzla	10	9	
Shopping_centre_in_Konjic_town.jpg	https://commons.wikimedia.org/wiki/File:Shopping_centre_in_Konjic_town.jpg	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	Bdx	Konjic	4	0	
Sarajevo_west_IMG_1171_hwy_M-19_Braca_Mujic_gas_station.JPG	https://commons.wikimedia.org/wiki/File:Sarajevo_west_IMG_1171_hwy_M-19_Braca_Mujic_gas_station.JPG	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Bjoertvedt	Sarajevo	3	0	
Trg_hrvatskih_vitezova01795.JPG	https://commons.wikimedia.org/wiki/File:Trg_hrvatskih_vitezova01795.JPG	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Anto ( talk ) 11:28, 26 July 2009 (UTC)		5	1	
Cyrillic_scratched_out_on_a_road_sign_in_Bosnia.jpg	https://commons.wikimedia.org/wiki/File:Cyrillic_scratched_out_on_a_road_sign_in_Bosnia.jpg	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Peretz Partensky from San Francisco, USA		4	0	
Streets_in_Mostar_001.jpg	https://commons.wikimedia.org/wiki/File:Streets_in_Mostar_001.jpg	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Damien Smith	Mostar	2	0	
Tuzla_-_Ulica_Bosne_Srebrene_1_2019_.jpg	https://commons.wikimedia.org/wiki/File:Tuzla_-_Ulica_Bosne_Srebrene_1_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf	Tuzla	5	1	
Konzum_Croation_word_for_Supermarket_3802582748_.jpg	https://commons.wikimedia.org/wiki/File:Konzum_%22Croation_word_for_Supermarket%22_(3802582748).jpg	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	Peretz Partensky from San Francisco, USA		4	2	
Tuzla_-_Ulica_Tabašnice_sign_2019_.jpg	https://commons.wikimedia.org/wiki/File:Tuzla_-_Ulica_Taba%C5%A1nice_sign_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf	Tuzla	2	1	
Tabla222.jpg	https://commons.wikimedia.org/wiki/File:Tabla222.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rade Nagraisalović	Banja Luka	19	1	
Bosnia_Huskovici_Sign_Trajkovski_Memorial.JPG	https://commons.wikimedia.org/wiki/File:Bosnia_Huskovici_Sign_Trajkovski_Memorial.JPG	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Mazbln		9	2	
Ulica_S._Radića-Vitez09343.JPG	https://commons.wikimedia.org/wiki/File:Ulica_S._Radi%C4%87a-Vitez09343.JPG	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Quahadi Añtó 08:27, 27 April 2010 (UTC)		2	0	
BanjalukaPartneriTabla.JPG	https://commons.wikimedia.org/wiki/File:BanjalukaPartneriTabla.JPG	CC BY-SA 3.0	http://creativecommons.org/licenses/by-sa/3.0/	SergiPopescou at Serbian Wikipedia		9	0	
Putakaz_BL.jpg	https://commons.wikimedia.org/wiki/File:Putakaz_BL.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rade Nagraisalović	Banja Luka	3	1	
Road_sign_before_a_roundabout_in_Dubrave_Gornje_Živinice_BIH_2019_.jpg	https://commons.wikimedia.org/wiki/File:Road_sign_before_a_roundabout_in_Dubrave_Gornje,_%C5%BDivinice,_BIH_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf		5	1	
Mate-Boban-street01276.JPG	https://commons.wikimedia.org/wiki/File:Mate-Boban-street01276.JPG	Public domain		Quahadi		5	0	
Sarajevo_Tram-231_Line-5_2011-10-20.jpg	https://commons.wikimedia.org/wiki/File:Sarajevo_Tram-231_Line-5_2011-10-20.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Milan Suvajac	Sarajevo	2	0	
Jarosław_Lindenberg_-_tablica.jpg	https://commons.wikimedia.org/wiki/File:Jaros%C5%82aw_Lindenberg_-_tablica.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Niegodzisie		5	1	
Martin_Brod_Street_Sign.jpg	https://commons.wikimedia.org/wiki/File:Martin_Brod_Street_Sign.jpg	CC BY-SA 3.0	http://creativecommons.org/licenses/by-sa/3.0/	Julian Nyča		3	0	
Putokaz_za_manastir_Krupu.jpg	https://commons.wikimedia.org/wiki/File:Putokaz_za_manastir_Krupu.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rade Nagraisalović		7	0	
Leszek_Hensel_-_tablica.jpg	https://commons.wikimedia.org/wiki/File:Leszek_Hensel_-_tablica.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Niegodzisie		4	0	
Spomen_ploča-zavjetni_križ-utvrda-ŠB.jpg	https://commons.wikimedia.org/wiki/File:Spomen_plo%C4%8Da-zavjetni_kri%C5%BE-utvrda-%C5%A0B.jpg	Public domain		Anto ( talk ) 11:44, 10 May 2009 (UTC)		10	5	
Plaque_at_the_Battle_of_the_Sutjeska_memorial.jpg	https://commons.wikimedia.org/wiki/File:Plaque_at_the_Battle_of_the_Sutjeska_memorial.jpg	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	xinem from GR, USA		3	0	
Andrzej_Krawczyk_-_tablica.jpg	https://commons.wikimedia.org/wiki/File:Andrzej_Krawczyk_-_tablica.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Niegodzisie		2	0	
Mis_Irbina_Street_in_Sarajevo_02.jpg	https://commons.wikimedia.org/wiki/File:Mis_Irbina_Street_in_Sarajevo_02.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	BuhaM	Sarajevo	3	0	
Narrow-Gauge-Railway_Spalatobahn_Station-Travnik.jpg	https://commons.wikimedia.org/wiki/File:Narrow-Gauge-Railway_Spalatobahn_Station-Travnik.jpg	Public domain		C. S. 552 Postkartenverlag Cappon in Sarajevo, Franz Josefstr. 12	Travnik	3	0	
Entrance_in_Bosnia_and_Herzegovina_from_Croatia.jpg	https://commons.wikimedia.org/wiki/File:Entrance_in_Bosnia_and_Herzegovina_from_Croatia.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Smooth_O ( talk · contribs )		3	0	
Andrzej_Tyszkiewicz_-_tablica.jpg	https://commons.wikimedia.org/wiki/File:Andrzej_Tyszkiewicz_-_tablica.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Niegodzisie		2	0	
Road_to_Baljevac_-_panoramio.jpg	https://commons.wikimedia.org/wiki/File:Road_to_Baljevac_-_panoramio.jpg	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Hasan Zulic		2	0	
Sarajevo_84_-_Cafe_in_Piran_Scene_-_Piran_-_Adriatic_Coast_-_Slovenia_54567195518_.jpg	https://commons.wikimedia.org/wiki/File:Sarajevo_%2784_-_Cafe_in_Piran_Scene_-_Piran_-_Adriatic_Coast_-_Slovenia_(54567195518).jpg	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Adam Jones from Kelowna, BC, Canada	Sarajevo	2	0	
Assasination_Plaque.JPG	https://commons.wikimedia.org/wiki/File:Assasination_Plaque.JPG	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	Rudolph.A.furtado	Sarajevo	3	1	
Sarajevo_Jugoslavija_Poster.jpg	https://commons.wikimedia.org/wiki/File:Sarajevo_Jugoslavija_Poster.jpg	Public domain		Hanns Wagula	Sarajevo	7	0	
Spomen-ploča_u_Fojnici.jpg	https://commons.wikimedia.org/wiki/File:Spomen-plo%C4%8Da_u_Fojnici.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Zavičajac		3	1	
Putokaz_prema_tvrdjavi_Greben.jpg	https://commons.wikimedia.org/wiki/File:Putokaz_prema_tvrdjavi_Greben.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rade Nagraisalović	Banja Luka	2	0	
Doboj_train_station.jpg	https://commons.wikimedia.org/wiki/File:Doboj_train_station.jpg	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	anj?i from London, UK	Doboj	2	0	
Putokaz23.jpg	https://commons.wikimedia.org/wiki/File:Putokaz23.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rade Nagraisalović	Banja Luka	3	1	
GiPS_Bus_Lion_s_City_05.jpg	https://commons.wikimedia.org/wiki/File:GiPS_Bus_Lion%27s_City_05.jpg	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	KalyEV.	Tuzla	2	0	
SaobracajnaSK4.png	https://commons.wikimedia.org/wiki/File:SaobracajnaSK4.png	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	KalyEV.	Tuzla	2	0	
Ćopić-spomenik.jpg	https://commons.wikimedia.org/wiki/File:%C4%86opi%C4%87-spomenik.jpg	Public domain		Public domain Public domain false false This work has been released into the public domain by its author, Tonka , at the English Wikipedia project . This applies worldwide. In case this is not legally possible: Tonka grants anyone the right to use this work for any purpose , without any conditions, unless such conditions are required by law.	Banja Luka	3	0	
Blagovac_plate.jpg	https://commons.wikimedia.org/wiki/File:Blagovac_plate.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Niegodzisie		2	0	
Ustipraca_Street_Sign_2.jpg	https://commons.wikimedia.org/wiki/File:Ustipraca_Street_Sign_2.jpg	CC BY-SA 3.0	http://creativecommons.org/licenses/by-sa/3.0/	Julian Nyča		4	2	
Sarajevo_west_IMG_1175_hwy_M-19_POLO_gas_station.JPG	https://commons.wikimedia.org/wiki/File:Sarajevo_west_IMG_1175_hwy_M-19_POLO_gas_station.JPG	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Bjoertvedt	Sarajevo	4	2	
Gavrilo_princip_memorial_plaque_2009.jpg	https://commons.wikimedia.org/wiki/File:Gavrilo_princip_memorial_plaque_2009.jpg	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Michael Büker	Sarajevo	8	0	
Gavrilo_Princip_steps_and_plaque.jpg	https://commons.wikimedia.org/wiki/File:Gavrilo_Princip_steps_and_plaque.jpg	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	xinem from GR, USA	Sarajevo	9	1	
Tuzla_-_Ulica_Jevrejska_2019_.jpg	https://commons.wikimedia.org/wiki/File:Tuzla_-_Ulica_Jevrejska_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf	Tuzla	7	0	
Hotel_Sarajevo_Skopje.jpg	https://commons.wikimedia.org/wiki/File:Hotel_Sarajevo,_Skopje.jpg	Public domain		Unknown author Unknown author	Sarajevo	2	0	
Umbrella_Shop_-_panoramio.jpg	https://commons.wikimedia.org/wiki/File:Umbrella_Shop_-_panoramio.jpg	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Raki_Man	Sarajevo	2	2	
2019_Eyof_sign1.jpg	https://commons.wikimedia.org/wiki/File:2019_Eyof_sign1.jpg	CC BY 4.0	https://creativecommons.org/licenses/by/4.0	Šemsi-begBranković		9	1	
Natpis_o_tvrdjavi_Greben.jpg	https://commons.wikimedia.org/wiki/File:Natpis_o_tvrdjavi_Greben.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rade Nagraisalović	Banja Luka	87	18	
Gospodska_ulica_09.JPG	https://commons.wikimedia.org/wiki/File:Gospodska_ulica_09.JPG	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	NinaEkvador		2	0	
Ustipraca_Street_Sign_1.jpg	https://commons.wikimedia.org/wiki/File:Ustipraca_Street_Sign_1.jpg	CC BY-SA 3.0	http://creativecommons.org/licenses/by-sa/3.0/	Julian Nyča		2	0	
Putokaz_BL.jpg	https://commons.wikimedia.org/wiki/File:Putokaz_BL.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Rade Nagraisalovic		5	1	
Bosnia_and_Herzegovina_traffic_sign_III-126.png	https://commons.wikimedia.org/wiki/File:Bosnia_and_Herzegovina_traffic_sign_III-126.png	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	Вазовик110		11	0	
School_sign_in_Donji_Kakanj.jpg	https://commons.wikimedia.org/wiki/File:School_sign_in_Donji_Kakanj.jpg	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Michelle Walz Eriksson from Amman, Jordan		9	4	
Elviscafe_18797671099_.jpg	https://commons.wikimedia.org/wiki/File:Elviscafe_(18797671099).jpg	CC BY 2.0	https://creativecommons.org/licenses/by/2.0	Jonathan Retico	Sarajevo	2	1	
Tuzla_-_Pannonian_Lakes_4_2019_.jpg	https://commons.wikimedia.org/wiki/File:Tuzla_-_Pannonian_Lakes_4_(2019).jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Sebleouf	Tuzla	12	3	
Gorazde_south_IMG_0580.JPG	https://commons.wikimedia.org/wiki/File:Gorazde_south_IMG_0580.JPG	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Bjoertvedt	Gorazde	2	0	
20220226_Sarajevo_understands.jpg	https://commons.wikimedia.org/wiki/File:20220226_Sarajevo_understands.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Niegodzisie	Sarajevo	2	0	
禁止事項_5127318146_.jpg	https://commons.wikimedia.org/wiki/File:%E7%A6%81%E6%AD%A2%E4%BA%8B%E9%A0%85_(5127318146).jpg	CC BY-SA 2.0	https://creativecommons.org/licenses/by-sa/2.0	TheLordMayor	Sarajevo	16	0	
Kotorsko_odbočka.jpg	https://commons.wikimedia.org/wiki/File:Kotorsko,_odbo%C4%8Dka.jpg	CC BY 3.0	https://creativecommons.org/licenses/by/3.0	I would appreciate being notified if you use my work outside Wikimedia. More of my work can be found in my personal gallery .		8	2	
Info_Atik_džamija.jpg	https://commons.wikimedia.org/wiki/File:Info_Atik_d%C5%BEamija.jpg	CC0	http://creativecommons.org/publicdomain/zero/1.0/deed.en	Emin Tarahija		13	1	
Gazi_Husrev-beg_s_Mosque_01.jpg	https://commons.wikimedia.org/wiki/File:Gazi_Husrev-beg%27s_Mosque_01.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Bernard Gagnon	Sarajevo	8	1	
Križanje-Vitez09345.JPG	https://commons.wikimedia.org/wiki/File:Kri%C5%BEanje-Vitez09345.JPG	CC BY-SA 3.0	https://creativecommons.org/licenses/by-sa/3.0	Quahadi Añtó 07:42, 29 April 2010 (UTC)		6	0	
Зеница_20180623_172726.jpg	https://commons.wikimedia.org/wiki/File:%D0%97%D0%B5%D0%BD%D0%B8%D1%86%D0%B0_20180623_172726.jpg	Public domain		Obsuser	Zenica	2	1	
Sarajevo_May_2020_14.jpg	https://commons.wikimedia.org/wiki/File:Sarajevo_May_2020_14.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Smooth O	Sarajevo	2	1	
Зеница_20180712_231531r.jpg	https://commons.wikimedia.org/wiki/File:%D0%97%D0%B5%D0%BD%D0%B8%D1%86%D0%B0_20180712_231531r.jpg	CC BY-SA 4.0	https://creativecommons.org/licenses/by-sa/4.0	Obsuser		2	0	
